num,DataColeta,Perfil,DataPost,DiaDaSemana,Plays,Curtidas,Comentarios,Compart.,Texto,LinkFoto,LinkVideo,LinkPost,ID,Duracao,Duração Classificada,Retórica Aristotélica,Dispositivo Retórico,Tipo de conteúdo,Abordagem,Tonalidade,Main character,Texto / Hashtag
283,2022-10-02,lulaoficial,2022-09-02 00:00:00,sexta-feira,123300,10900,330,404,"O Lula precisa de você nessa reta final das eleições. Converse com amigos, vizinhos, parentes e ajude a construir o #brasildaesperança 🇧🇷❤️ #brasil #EquipeLula #eleições #lula",https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/0d9d340bef2e4a1582f8a17cedf088b3_1662136740~tplv-dmt-logom:tos-useast2a-v-0068/9a273aca5b244c268967ce0366cb5b55.image?x-expires=1664719200&x-signature=pdaCR8vAYyWfd92gjWdpDx030ic%3D,https://v16-webapp.tiktok.com/d54c1fe63b6059f428dec6b7bea52240/6339a5f0/video/tos/useast2a/tos-useast2a-ve-0068c002/a934ac80783942f79bdde838b9659c41/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2904&bt=1452&cs=0&ds=3&ft=gKSYZ8b6o0PD1mYMVyg9wsXE75LiaQ2D~n4&mime_type=video_mp4&qs=0&rc=NDs0ZzRkaDo3OmdoZjY8ZUBpajdvN2g6ZjY2ZjMzNzczM0AyLzBgMTUxX14xYTUxYTViYSMzNDFpcjRvMDZgLS1kMTZzcw%3D%3D&l=20221002085246010189091208197F9A62&btag=80000,https://www.tiktok.com/@lulaoficial/video/7138822872415423750,7138822872415423750,49.85,Curto,Pathos,Personal Appeal,Campaign Act,Acclamation,Positive,Self + voters,Texto + Hashtag
284,2022-10-02,lulaoficial,2022-09-02 00:00:00,sexta-feira,97300,9019,337,161,Obrigado Manaus e obrigado Belém! Vamos construir o #brasildaesperança 📸 Ricardo Stuckert #lula #CapCut #whereareyou #trend,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/e1fadcb26b814f20823e6af6235a7c31~tplv-dmt-logom:tos-useast2a-v-0068/2f728557c5cf4860ac31050947643d0a.image?x-expires=1664719200&x-signature=Uxo80LK9RhirFs4A2xaw516HzVQ%3D,https://v16-webapp.tiktok.com/2a82865a22da05a01decc5a36da50be7/6339a5c1/video/tos/useast2a/tos-useast2a-pve-0068/ddad4e66ea8c4c4f8b9ea741983bd473/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3092&bt=1546&cs=0&ds=3&ft=gKSYZ8b6o0PD1sYMVyg9wSX2O5LiaQ2D~bK&mime_type=video_mp4&qs=0&rc=O2VmOWY4NGQ2Ojg6OjpmaUBpamR0Zzo6Zms3ZjMzNzczM0AvNV5hYzM2NjMxYC5fX15eYSM0My5tcjRnaDZgLS1kMTZzcw%3D%3D&l=202210020852430102230191041689191F&btag=80000,https://www.tiktok.com/@lulaoficial/video/7138850032819752197,7138850032819752197,6.96,Muito curto,Nenhum,Thanks,Trend,Acclamation,Positive,Self + voters,Texto + Hashtag
285,2022-10-02,bolsonaromessiasjair,2022-09-03 00:00:00,sábado,152800,14700,449,441,"- Os números mostram que reruzir impostos aumentam a arrecadação, gerando empregos e ivestimentos em todos os setores do Brasil. É so não roubar que as coisas andam! #jairbolsonaro #bolsonaro #presidente #reducao #impostos #auxilio #brasil #🇧🇷 #comercio #pib",https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/654c9afa85314afab8534952646ea98d~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=162rpERZnW94kd8P71B6OU%2FKRxY%3D,https://v16-webapp.tiktok.com/43f4459f1eaf3e26410ad9e180d37067/63399e82/video/tos/useast2a/tos-useast2a-pve-0068/9040df5bc7074339a0b45bd8f0a09b7e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2178&bt=1089&cs=0&ds=3&ft=gKSYZ8b6o0PD1~IZVyg9w3iE75LiaQ2D~U8&mime_type=video_mp4&qs=0&rc=ZzU8M2dpMzw8OjxlOjtnZ0BpM3F2ODs6ZjZsZjMzNzczM0AxYjZfXy1eNjYxLTNhMDUwYSNgaF9wcjRvbDZgLS1kMTZzcw%3D%3D&l=202210020821290101902192110E8C4D60&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7139098273691733254,7139098273691733254,25.56,Muito curto,Logos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Texto + Hashtag
286,2022-10-02,lulaoficial,2022-09-03 00:00:00,sábado,2100000,208100,4794,6229,“Minha causa é dar dignidade e respeito a 215 milhões de brasileiros” 🇧🇷❤️⭐️ #Lula #Brasil #equipelula #rockinrio2022,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/ffd8b1d1ccda412fafe461fd0a11ab0d_1662219072~tplv-dmt-logom:tos-useast2a-v-0068/134d4e6222814d31ba8cbc64b2489616.image?x-expires=1664719200&x-signature=x%2BBcUNJLgsCVfpQPGmfxkKEPyjE%3D,https://v16-webapp.tiktok.com/c2cc91bfadcfdc6c2dc9ac8ef1eef483/6339a5c7/video/tos/useast2a/tos-useast2a-pve-0068/93d1e7bef24048559691f639179db0a8/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2968&bt=1484&cs=0&ds=3&ft=gKSYZ8b6o0PD1RYMVyg9wOY2O5LiaQ2D~fa&mime_type=video_mp4&qs=0&rc=NDg2OjRlNGY1ZzY5NGQ3OUBpajxsOGk6ZjpxZjMzNzczM0BhXi01MC4uNi4xNTReXzYyYSMxMS9gcjRnMzZgLS1kMTZzcw%3D%3D&l=20221002085239010214029042139347E4&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139176523604430086,7139176523604430086,16.31,Muito curto,Ethos,Nenhum,Campaign Act,Acclamation,Neutral,Self alone,Texto + Hashtag
287,2022-10-02,bolsonaromessiasjair,2022-09-03 00:00:00,sábado,225500,22700,534,779,"- No passado, obras superfaturadas abandonadas no meio do caminho e o brasileiro desamparado pagando pelo prejuízo. Hoje, nosso povo é verdadeiramente beneficiado com obras concluídas e sem corrupção. O Brasil do futuro virou o Brasil do presente! #bolsonaro #brasil #chiclete #com #banana #presidente #jair #bolsonaro #jairbolsonaro #chicleteiro #brasil #🇧🇷 #paraguai",https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/517c2aa33495454d87338e8a26194b57_1662235324~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=TH%2Bb675V61ZhVbj6TSxR2up44mE%3D,https://v16-webapp.tiktok.com/80d15bdf24e49ca6ae889513c9e9cc80/63399e9b/video/tos/useast2a/tos-useast2a-ve-0068c004/9737398ecdc64dbcbaf656d65ee50ad3/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1546&bt=773&cs=0&ds=1&ft=gKSYZ8b6o0PD1SIZVyg9wsXE75LiaQ2D~u4&mime_type=video_mp4&qs=0&rc=aTs5ZjlkNjU0OTw8ZzNkNEBpM2g4ajQ6Zmd1ZjMzNzczM0BgYWMzMzIxNl8xYmBfYC0tYSNsNDRwcjRfMjZgLS1kMTZzcw%3D%3D&l=202210020821250101902192110E8C4C01&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7139246317414501637,7139246317414501637,54.87,Curto,Ethos,Fact/Statistic,Political-Purposeful,Acclamation,Positive,Nenhum,Texto + Hashtag
288,2022-10-02,lulaoficial,2022-09-03 00:00:00,sábado,45800,2725,119,147,Propostas para melhorar a vida das mulheres brasileiras. Esse é o compromisso do Lula com o Brasil.🦑 #brasildaesperança🇧🇷❤️ #Brasil #propostas,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/4f5eb1d243694ad08d4623e4ff4ef953_1662240017~tplv-dmt-logom:tos-useast2a-v-0068/b2f5550fe39b43929db61838b95e6b6f.image?x-expires=1664719200&x-signature=%2B%2FetEoN%2BgYjaEjrhxKRprvfKkfI%3D,https://v16-webapp.tiktok.com/a75ad32cbc81166bf3c70a2dca848aff/6339a5dc/video/tos/useast2a/tos-useast2a-pve-0068/d353b961b42a4a01a8382373a5252873/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2188&bt=1094&cs=0&ds=3&ft=gKSYZ8b6o0PD1rYMVyg9w6i275LiaQ2D~U4&mime_type=video_mp4&qs=0&rc=aDxkNjo0NThkOGk0OWY8OkBpM2o1cTM6Znl2ZjMzNzczM0A0MGE1MF4xX14xLjE1NC41YSNmMnAxcjRvMjZgLS1kMTZzcw%3D%3D&l=20221002085235010192159238029EE95F&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139266455882796294,7139266455882796294,41.26,Curto,Ethos,Advertisement,Political-Purposeful,Acclamation,Positive,Nenhum,Texto + Hashtag
289,2022-10-02,lulaoficial,2022-09-03 00:00:00,sábado,183000,14200,570,2596,Sabe porque Lula é considerado o maior presidente da história? #brasildaesperança #Lula #politicabrasil #eleições #presidente #EquipeLula,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/c06f7419b72243b0b0d10809a0c00bdb_1662253998~tplv-dmt-logom:tos-useast2a-v-0068/246a8d1266d445bdb7e7f1d520bc28de.image?x-expires=1664719200&x-signature=oHdf0Pnsf7JeHWPK61WnTyOOq6w%3D,https://v16-webapp.tiktok.com/b081e4ee65a377d91743d4b2cf5c1a30/6339a5cd/video/tos/useast2a/tos-useast2a-pve-0068/af83d8a4a48342e6962085706262dcb7/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3152&bt=1576&cs=0&ds=3&ft=gKSYZ8b6o0PD1nYMVyg9w3X2O5LiaQ2D~F8&mime_type=video_mp4&qs=0&rc=NWRlNjxlZmg0NDo4ZjtmOUBpMzk7NGk6Zjl5ZjMzNzczM0BeNDAyMTIwXzMxMjAwLjMzYSNjYGJvcjRnazZgLS1kMTZzcw%3D%3D&l=20221002085231010191032039039020B7&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139326490860195078,7139326490860195078,30.23,Curto,Ethos,Advertisement,Campaign Act,Acclamation,Positive,Self alone,Texto + Hashtag
290,2022-10-02,lulaoficial,2022-09-04 00:00:00,domingo,61400,5180,212,247,O Luz para todos transformou a vida de brasileiros ao redor do país. Voltar à presidência pra fazer ainda mais pelo nosso povo. #BrasildaEsperança #Lula #Brasil #Luz,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/44f5a8e66db143b88771de0773996daa_1662290286~tplv-dmt-logom:tos-useast2a-v-0068/6c2c28dbbdcd439d9a4f1507dd9ff3c9.image?x-expires=1664719200&x-signature=5yDeh4ON%2FL%2BGk6YhxPLBuXwsGWc%3D,https://v16-webapp.tiktok.com/c293701b2e5f458b74d7b1dce8b5c9f1/6339a5de/video/tos/useast2a/tos-useast2a-pve-0068/cd834664910b40a7bc2338432a32d7f2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2290&bt=1145&cs=0&ds=3&ft=gKSYZ8b6o0PD1dYMVyg9wsXE75LiaQ2D~u4&mime_type=video_mp4&qs=0&rc=MzVkOjpoaWdoOjg6NThoNUBpajY4azY6Zmk7ZjMzNzczM0BiLy80LTViXy0xLWAvNDYzYSNha2ppcjRfZl5gLS1kMTZzcw%3D%3D&l=2022100208522701019018515712848029&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139482352639577349,7139482352639577349,51.62,Curto,Pathos,Political Statement,Political-Purposeful,Acclamation,Neutral,Self alone,Texto + Hashtag
291,2022-10-02,bolsonaromessiasjair,2022-09-04 00:00:00,domingo,812600,95200,2458,2350,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/4f680697ac7f4cbeb704d2f0adfb347e~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=Yp5Yj1Z37PLVykBV%2FSXDNpE44A4%3D,https://v16-webapp.tiktok.com/a5ec72f3a9a8f0778d8086788b33837a/63399e7e/video/tos/useast2a/tos-useast2a-ve-0068c004/102b7b0a793942bc8bb56f3f73dd8a04/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2086&bt=1043&cs=0&ds=3&ft=ar5S8qGHmo0PDe-8jMaQ9gi1~ObpkV1PCG&mime_type=video_mp4&qs=0&rc=aGRoN2Y3ZmdoZ2dlaDg5OkBpamY8Ojs6ZnRkZjMzNzczM0AxY2BjXzAtXzAxL19fXmAwYSNhYGlucjRvYF5gLS1kMTZzcw%3D%3D&l=202210020821210101920531301186D117&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7139514285251644678,7139514285251644678,29.88,Muito curto,Ethos,Political Statement,Political-Purposeful,Acclamation,Positive,Self alone,Nenhum
292,2022-10-02,lulaoficial,2022-09-04 00:00:00,domingo,70000,7257,307,108,As mulheres são maioria e merecem um governo que as trate com respeito. Encontro com trabalhadoras domésticas em São Bernardo 🇧🇷❤️ #brasildaesperança #Mulheres #brasileiras #trabalhodomestico #trabalhadoras,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/ea058d59cfc148d5a5ec48365dd69ea2_1662313597~tplv-dmt-logom:tos-useast2a-v-0068/ab43066172d54338971118fd81297978.image?x-expires=1664719200&x-signature=j1hZdnkdVkjjYfxNee7KwVbmplw%3D,https://v16-webapp.tiktok.com/67aa960b0949ed5084268ad75c22473a/6339a5bc/video/tos/useast2a/tos-useast2a-pve-0068/dc7d8594d3ee4e4ab632d4b44aa37793/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3506&bt=1753&cs=0&ds=3&ft=gKSYZ8b6o0PD1EYMVyg9wtX2O5LiaQ2D~ra&mime_type=video_mp4&qs=0&rc=ZTxmNDZnZDY3Zjw8NTc3N0BpM3dkN2g6ZnJoZjMzNzczM0AwLmJfLjIxX2ExLzRiMGNjYSNhZDNpcjRvNV5gLS1kMTZzcw%3D%3D&l=20221002085223010214029025008B87EB&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139582514061905157,7139582514061905157,21.99,Muito curto,Ethos,Commitment,Campaign Act,Acclamation,Positive,Self + voters,Texto + Hashtag
293,2022-10-02,lulaoficial,2022-09-04 00:00:00,domingo,77500,5434,395,212,Finjam que sou um personagem de um game e me usem para salvar o Brasil. Obrigado @crisvector_real pelo desenho 🎮❤️🇧🇷⭐️ #brasildaesperança #Brasil #Lula #equipelula #videogamebr #gametok,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/e69f3da93f1849ec85ea8acb8254eb3f_1662323825~tplv-dmt-logom:tos-useast2a-v-0068/8aec727461624295b8fa10503684be88.image?x-expires=1664719200&x-signature=z7QHU1bWrPX3hZK0XwrBj1raL0I%3D,https://v16-webapp.tiktok.com/0fd167cb82e4ec94b8f44e9a134cef5d/6339a5b7/video/tos/useast2a/tos-useast2a-pve-0068/a867391c4a3b41a4be434996d8eee940/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2978&bt=1489&cs=0&ds=3&ft=gKSYZ8b6o0PD1OYMVyg9wNGEO5LiaQ2D~wK&mime_type=video_mp4&qs=0&rc=Ojo8ZDdkOWQ8ZmVlZzQ2PEBpM3l3dDo6ZnBqZjMzNzczM0AwNTIzNmFjXjYxXmJjXjAxYSMubzYtcjRvbF5gLS1kMTZzcw%3D%3D&l=2022100208521901019018515712847C2E&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139626415502150917,7139626415502150917,20.15,Muito curto,Pathos,Personal Appeal,Campaign Act,Acclamation,Positive,Self alone,Texto + Hashtag
294,2022-10-02,bolsonaromessiasjair,2022-09-04 00:00:00,domingo,207100,21800,684,787,#jairbolsonaro #presidente #mais #humildes #auxiliobrasil #auxilio #brasil #compartilhe #bolsonaro #jair #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/937795a357084b228610d06aef6f8056_1662325231~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=6qgjhnaCfV2R9HysC6NZDEssU6M%3D,https://v16-webapp.tiktok.com/d4ea414d0173c9a2849e77f43e4aca9c/63399e7a/video/tos/useast2a/tos-useast2a-ve-0068c004/f9e23cd0bfb542f588d401d749fe88bf/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1030&bt=515&cs=0&ds=3&ft=ar5S8qGHmo0PDiG8jMaQ9BiJzObpkV1PCI&mime_type=video_mp4&qs=0&rc=aDc7ZDloaDRoZWU2ZWRnZkBpM2pmOjM6ZnRrZjMzNzczM0AvNTVgNTI1XzMxLTNfMWAxYSNwYS1lcjRvMF5gLS1kMTZzcw%3D%3D&l=202210020821180102170952281A822199&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7139632479283006725,7139632479283006725,28.67,Muito curto,Ethos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Hashtag
295,2022-10-02,lulaoficial,2022-09-04 00:00:00,domingo,170100,18300,617,1975,Comida no prato das famílias brasileiras e oportunidades para todos ❤️🇧🇷⭐️ #brasildaesperança #Lula #EquipeLula #fome,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/4a870f4c07634d40b26fa63bd468395b_1662342968~tplv-dmt-logom:tos-useast2a-v-0068/919ffb2c997e4f68876af317c8482572.image?x-expires=1664719200&x-signature=zmVCkT78rPyDxgm9HMziI6C4Opw%3D,https://v16-webapp.tiktok.com/10f13fffc06dd952d9a50ac634198887/6339a5d7/video/tos/useast2a/tos-useast2a-ve-0068c001/3daa765e452243c096bf58615afac85e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2926&bt=1463&cs=0&ds=3&ft=gKSYZ8b6o0PD1wYMVyg9w.J~G5LiaQ2D~7T&mime_type=video_mp4&qs=0&rc=OzhkOmhnNmg1ZDg8ZGg8NkBpanNkNjQ6ZjpvZjMzNzczM0BiMV9gMmIzNjIxNWFjYTQxYSNtXi9icjRfYl5gLS1kMTZzcw%3D%3D&l=20221002085215010217087037198DAD6F&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139708633780096262,7139708633780096262,55.49,Curto,Pathos,Political Statement,Political-Purposeful,Acclamation,Neutral,Self alone,Texto + Hashtag
296,2022-10-02,lulaoficial,2022-09-05 00:00:00,segunda-feira,43100,2233,85,74,Conheça o Casa 13! Um site que vai te fornecer materiais incríveis para virar votos e conhecer mais sobre o que o PT já fez na sua cidade ❤️🇧🇷⭐️ #brasildaesperança #casa13 #equipelula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/ebaf9792e53d4c959e5fb4dad7731346_1662382529~tplv-dmt-logom:tos-useast2a-v-0068/a3e02407b4ee4724b1a49ad72796576b.image?x-expires=1664719200&x-signature=ciCgUoK2mw1PDAk45W3rBpqQXiQ%3D,https://v16-webapp.tiktok.com/3b636441f98c9d4779ce3e621e38dc4b/6339a5b4/video/tos/useast2a/tos-useast2a-ve-0068c004/0e8d23dfd2484a6aa8ff83691626dca5/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2050&bt=1025&cs=0&ds=3&ft=gKSYZ8b6o0PD1a5MVyg9wtX2O5LiaQ2D~Z4&mime_type=video_mp4&qs=0&rc=PDw4PDc4ZTVmOTk1ODY7aUBpanI6djY6ZjN5ZjMzNzczM0AzLjQtL19hNWExLjYvLTI1YSNeYm1rcjQwMF5gLS1kMTZzcw%3D%3D&l=2022100208521201021709409627917894&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139878521756847365,7139878521756847365,25.1,Muito curto,Nenhum,Advertisement,Campaign Act,Acclamation,Neutral,Nenhum,Texto + Hashtag
297,2022-10-02,bolsonaromessiasjair,2022-09-05 00:00:00,segunda-feira,322000,42400,1887,2024,#jair #bolsonaro #presidente #brasil #deus #patria #familia #🇧🇷 #liberdade,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/af31df2008f34e15ad325fb90ca93be2~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=oYeVz%2FyG3s8dE28ErXL4rr6WAsU%3D,https://v16-webapp.tiktok.com/71ebcf3040dc64248014e02953fdfdca/63399ea5/video/tos/useast2a/tos-useast2a-ve-0068c002/2f67a5eb549745ee894462660d90227d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2328&bt=1164&cs=0&ds=3&ft=gKSYZ8b6o0PD1ebZVyg9w3X2O5LiaQ2D~F8&mime_type=video_mp4&qs=0&rc=OzU6PDlnZjo2OGQzNDVkaEBpanNrdTk6ZmUzZjMzNzczM0BeNl5hL2IxNWAxM2BfMTM2YSNgY2lwcjRna19gLS1kMTZzcw%3D%3D&l=202210020821140101920431990E8A5355&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7139907179515104518,7139907179515104518,75.18,Normal,Ethos,Advertisement,Political-Purposeful,Acclamation,Positive,Self alone,Hashtag
298,2022-10-02,lulaoficial,2022-09-05 00:00:00,segunda-feira,214300,16500,554,2136,#educação e #direitos para todos os trabalhadores e trabalhadoras brasileiras. Esse é o compromisso do #brasildaesperança 🇧🇷❤️⭐️ #Equipelula #trabalhodomestico #universidade #ensinosuperior,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/cd1d959d67764e2f93002ecdc846be48~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=b6gcSIBvQBm%2Fn15RrANQiu5DDrc%3D,https://v16-webapp.tiktok.com/eb55abc816738b7cd8c2981e60fef7e1/6339a5e5/video/tos/useast2a/tos-useast2a-pve-0068/a199066984ef4a80a1178b5f3f1d6d7d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2468&bt=1234&cs=0&ds=3&ft=gKSYZ8b6o0PD1l5MVyg9wgX2O5LiaQ2D~R8&mime_type=video_mp4&qs=0&rc=aDY6NGk5OzQ0NTM6OjM8O0BpMztyNDs6ZnUzZjMzNzczM0A2MmJgNi81XjAxXzExNjI0YSNianJkcjRvbF9gLS1kMTZzcw%3D%3D&l=20221002085208010214029025008B827D&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139908004136111365,7139908004136111365,77.99,Normal,Ethos,Endorsement,Political-Purposeful,Acclamation,Positive,Voters,Texto + Hashtag
299,2022-10-02,bolsonaromessiasjair,2022-09-05 00:00:00,segunda-feira,151400,10400,460,615,#mulher #bolsonaro #verdade #jair #jairbolsonaro #deus #patria #familia #liberdade #❤️ #🌷,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/dc1d3486a8e2440e8009387a682ad806~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=RkJDyaICDP0bhuRMyS%2BhRcVgoMA%3D,https://v16-webapp.tiktok.com/eafcbeb4304fc28ac7aa0680af37e5f8/63399e74/video/tos/useast2a/tos-useast2a-ve-0068c003/4554871d42504a4bbea0ecc21df49345/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2410&bt=1205&cs=0&ds=2&ft=gKSYZ8b6o0PD1ibZVyg9w6z275LiaQ2D~rS&mime_type=video_mp4&qs=0&rc=OzU5ZjppODg8aTwzOmc3N0Bpang2cmc6ZmY0ZjMzNzczM0BeYGAuXjMvXl8xMC1jYWIyYSNkMXJlcjRna19gLS1kMTZzcw%3D%3D&l=20221002082111010217135032088C0E5B&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7139924785974217990,7139924785974217990,29.46,Muito curto,Pathos,Commitment,Campaign Act,Acclamation,Neutral,Voters,Hashtag
300,2022-10-02,lulaoficial,2022-09-05 00:00:00,segunda-feira,48000,2764,102,126,"Ou cuidamos do nosso #ecossistema e da nossa #biodiversidade ou seremos a única espécie a se autodestruir. Com toda a inteligência e informação que temos hoje, precisamos trabalhar na #preservação e recuperação da #amazônia #diadaamazônia #brasildaesperança #Lula",https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/e9dcf0256d2e4202b2950cb74766bfc2_1662404279~tplv-dmt-logom:tos-useast2a-v-0068/f8a1e2dd52084198b35dd86e39afae4d.image?x-expires=1664719200&x-signature=%2BiRigfxbWiiYeUQa2iIBPIaewWY%3D,https://v16-webapp.tiktok.com/fb6702471df1c1b9327a1833ffc82bc5/6339a61f/video/tos/useast2a/tos-useast2a-ve-0068c002/c154545f807248749666906a06768474/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=4686&bt=2343&cs=0&ds=3&ft=gKSYZ8b6o0PD1I5MVyg9wo2~G5LiaQ2D~Xa&mime_type=video_mp4&qs=0&rc=OTg3ODhmZzhnOjM3Z2dpZEBpM2VuM2Y6Zm83ZjMzNzczM0BeX2JeXjQ2XjExL141YzMyYSNzbjRucjRfYF9gLS1kMTZzcw%3D%3D&l=20221002085204010217119167208984B7&btag=80000,https://www.tiktok.com/@lulaoficial/video/7139971812351331589,7139971812351331589,139.83,Muito longo,Pathos,Opinion,Political-Purposeful,Acclamation,Neutral,Self alone,Texto + Hashtag
301,2022-10-02,lulaoficial,2022-09-05 00:00:00,segunda-feira,71700,5456,195,100,#brasildaesperança #assistenciasocial #Lula #EquipeLula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/2fe158af621040fa9f35c7f1b9701fb7_1662413618~tplv-dmt-logom:tos-useast2a-v-0068/b3083688703a4da4b898cdc509f6c09c.image?x-expires=1664719200&x-signature=QuYz4fzFzCh3M%2FCz81lAMSLh6AY%3D,https://v16-webapp.tiktok.com/a671537001ecb52b2d222c21fdcc1884/6339a5a3/video/tos/useast2a/tos-useast2a-ve-0068c002/1603eb4c42a94eba97a5ee4fe43920bc/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3426&bt=1713&cs=0&ds=3&ft=gKSYZ8b6o0PD185MVyg9wgCE75LiaQ2D~cS&mime_type=video_mp4&qs=0&rc=ZzxnNGU1NjM4ZTw4MzM7M0BpMzgzamc6ZmQ5ZjMzNzczM0AyLl5hY15gXmMxXzNfXmIzYSNea3JtcjQwal9gLS1kMTZzcw%3D%3D&l=202210020852010102171342201F9169F3&btag=80000,https://www.tiktok.com/@lulaoficial/video/7140012090147736837,7140012090147736837,18.43,Muito curto,Ethos,Commitment,Campaign Act,Acclamation,Positive,Self + voters,Hashtag
